OTU	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-3	TC-2	TC-1	Taxonomy
Otu002074	11	1	10	3	8	3	5	6	4	6	3	5	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;s__
Otu002075	11	6	10	2	6	2	8	3	10	4	2	1	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
Otu002076	10	4	10	8	3	4	5	6	10	1	2	2	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__BD2-11_terrestrial_group;f__;g__;s__
Otu002077	3	14	5	8	11	8	1	3	3	6	0	3	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__
Otu002078	11	5	7	12	16	4	3	1	1	1	4	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12_marine_group;g__;s__
Otu002079	1	20	0	9	4	5	2	9	10	3	1	1	Root;k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
Otu002080	7	8	5	2	10	2	7	3	6	6	5	4	Root;k__Bacteria;p__Hydrogenedentes
Otu002081	2	28	2	6	6	2	6	3	3	2	3	2	Root;k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
Otu002082	1	2	8	3	8	3	2	7	6	13	8	3	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu002083	10	11	3	7	9	5	3	3	5	3	1	4	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu002084	2	6	0	6	8	1	6	3	1	10	11	10	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;s__
Otu002085	4	22	4	1	1	7	1	2	2	13	0	7	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu002086	0	15	4	5	7	3	4	14	7	3	1	1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pir4_lineage;s__
Otu002087	11	15	3	8	4	8	6	0	4	2	3	0	Root;k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__
Otu002088	6	2	1	4	3	5	12	21	5	3	0	2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__;g__;s__
Otu002089	5	7	5	6	3	2	7	3	5	15	2	4	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__KD3-93;g__;s__
Otu002090	2	9	6	2	1	4	11	2	14	3	3	7	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus_Chloroploca
Otu002091	8	13	2	4	4	8	2	9	8	0	0	6	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu002092	7	6	8	0	6	2	8	3	7	2	8	7	Root;k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__;s__
Otu002093	6	9	3	4	14	4	8	3	6	1	2	4	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
Otu002094	3	12	2	8	9	6	8	5	4	5	1	1	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu002095	8	12	28	1	3	3	2	3	1	0	1	2	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu002096	0	0	0	0	3	4	3	17	7	23	1	6	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula
Otu002097	1	1	1	0	8	1	5	17	3	11	10	6	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu002098	8	2	6	6	7	7	4	4	7	9	1	3	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002099	4	6	7	2	1	1	12	16	7	4	2	2	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
Otu002100	3	8	0	4	6	4	3	13	4	9	3	7	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
Otu002101	3	3	2	4	6	5	6	4	3	8	13	7	Root;k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__;s__
Otu002102	0	0	1	1	0	6	4	11	4	11	16	10	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter
Otu002103	6	18	3	4	7	10	4	3	3	5	0	1	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group
Otu002104	12	11	10	3	3	8	5	6	4	2	0	0	Root;k__Bacteria;p__Acidobacteria
Otu002105	4	14	0	3	3	5	6	9	9	7	0	3	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__
Otu002106	1	3	2	3	5	6	2	0	1	13	10	17	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu002107	11	6	4	2	3	3	11	3	7	4	4	5	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sh765B-TzT-29;f__;g__;s__
Otu002108	4	22	2	2	3	5	3	7	5	8	2	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu002109	9	3	2	6	5	1	4	1	6	16	8	2	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;s__
Otu002110	6	6	2	10	2	5	1	1	10	9	2	9	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002111	14	11	6	1	1	5	9	2	4	6	2	2	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu002112	1	7	0	3	11	4	7	7	2	4	3	14	Root;k__Bacteria;p__Saccharibacteria
Otu002113	1	3	0	0	1	0	5	13	10	11	9	10	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__
Otu002114	6	12	0	8	7	4	4	4	2	10	4	2	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu002115	2	1	6	11	15	4	0	2	3	8	4	7	Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium;s__
Otu002116	6	1	7	1	10	4	3	1	5	3	17	5	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Herpetosiphonales;f__Herpetosiphonaceae;g__Herpetosiphon;s__
Otu002117	8	8	6	3	8	3	2	6	5	3	3	8	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu002118	16	3	7	3	6	3	4	5	5	6	3	2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu002119	3	0	0	0	0	2	4	8	0	41	1	4	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu002120	8	8	8	1	6	5	4	6	8	2	2	5	Root;k__Bacteria;p__Hydrogenedentes
Otu002121	1	1	14	3	10	7	3	7	2	4	5	6	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;s__
Otu002122	3	1	1	5	3	3	3	7	7	11	16	3	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
Otu002123	4	1	3	3	5	2	12	5	12	6	5	5	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Actinotalea;s__
Otu002124	9	2	5	6	6	3	6	5	8	0	11	1	Root;k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__;s__
Otu002125	4	8	5	3	4	9	5	6	9	4	1	4	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002126	3	7	6	6	5	0	5	7	6	10	2	5	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__
Otu002127	5	7	3	3	4	4	4	1	23	3	2	3	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002128	8	12	8	3	7	2	8	1	8	3	1	1	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu002129	12	16	9	2	6	6	2	2	4	1	1	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__;s__
Otu002130	1	0	0	2	1	2	6	5	3	20	18	4	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
Otu002131	5	18	3	5	6	5	1	7	7	2	0	3	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu002132	3	2	0	1	1	0	18	14	9	4	6	4	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
Otu002133	7	8	10	4	2	3	6	9	4	4	3	2	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__
Otu002134	8	13	28	1	2	1	1	4	1	0	2	1	Root;k__Bacteria;p__Armatimonadetes
Otu002135	8	10	6	1	6	1	5	4	6	10	3	2	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu002136	2	7	3	6	10	4	10	5	8	1	5	1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__
Otu002137	1	35	4	2	5	3	1	5	3	2	0	1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinokineospora
Otu002138	1	2	3	8	6	5	4	12	7	1	4	8	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter
Otu002139	11	9	9	0	8	5	2	1	3	8	1	4	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu002140	9	14	1	9	4	5	5	5	5	1	0	3	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
Otu002141	5	5	4	3	5	2	6	6	11	7	4	3	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
Otu002142	5	7	5	2	2	12	12	2	5	1	1	7	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu002143	4	8	0	3	4	1	6	12	4	4	9	6	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu002144	3	4	2	1	8	3	6	7	13	7	5	2	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__
Otu002145	9	4	5	5	9	4	3	6	8	4	1	3	Root;k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__;s__
Otu002146	7	6	11	6	8	4	2	4	6	4	1	2	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__AKYH767;g__;s__
Otu002147	7	4	3	5	1	8	4	4	4	5	7	9	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002148	6	9	2	3	2	9	3	4	7	7	2	7	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__;g__;s__
Otu002149	12	8	4	3	5	1	3	6	8	4	3	4	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;f__;g__;s__
Otu002150	7	7	13	0	1	6	2	6	8	3	7	1	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group
Otu002151	1	2	1	2	0	0	3	2	1	36	1	12	Root;k__Bacteria;p__Parcubacteria
Otu002152	17	2	24	1	5	3	4	2	0	0	1	2	Root;k__Bacteria
Otu002153	2	4	7	7	7	5	5	6	3	6	5	4	Root;k__Bacteria;p__Saccharibacteria;c__bacterium_LWQ8;o__bacterium_LWQ8;f__bacterium_LWQ8;g__bacterium_LWQ8;s__bacterium_LWQ8
Otu002154	0	0	0	0	0	0	11	10	9	12	12	7	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora_hordei
Otu002155	3	3	1	6	1	2	13	5	3	12	8	4	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas_sp_LAM-WHM-D11
Otu002156	15	4	8	2	3	2	4	5	6	4	5	3	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_funiculus
Otu002157	4	21	5	8	2	4	5	5	4	2	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu002158	5	23	3	0	5	17	0	3	0	4	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__
Otu002159	8	10	5	3	0	9	3	6	8	5	3	0	Root;k__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__
Otu002160	9	14	1	1	14	2	0	2	2	3	1	11	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu002161	4	4	4	3	6	4	10	4	8	2	8	3	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
Otu002162	11	7	12	6	3	4	2	2	4	3	4	2	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu002163	0	1	0	1	1	2	3	2	42	3	4	1	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella
Otu002164	8	11	7	2	6	6	6	2	4	3	4	1	Root;k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__
Otu002165	10	2	0	4	5	2	4	13	3	7	9	1	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
Otu002166	0	3	17	0	0	5	0	0	0	35	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002167	3	18	2	7	6	10	6	4	2	1	0	1	Root;k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
Otu002168	9	5	5	7	11	7	4	2	1	2	5	2	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__
Otu002169	3	14	2	4	5	7	3	6	6	9	1	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__
Otu002170	3	4	32	2	5	5	1	1	3	3	0	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Elev-16S-1158;g__;s__
Otu002171	9	9	25	3	3	2	1	1	3	2	2	0	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu002172	4	5	8	9	7	7	3	5	4	1	6	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae
Otu002173	2	3	4	9	1	9	0	11	6	0	9	5	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
Otu002174	10	7	9	4	9	11	0	4	2	3	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;s__
Otu002175	4	19	2	2	4	2	3	16	1	0	3	3	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula;s__
Otu002176	1	6	2	8	20	6	1	1	0	11	2	1	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002177	0	2	2	0	0	1	7	12	18	11	5	1	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu002178	8	2	0	12	14	0	3	8	2	1	4	5	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
Otu002179	2	8	2	5	9	4	0	4	8	16	0	1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula
Otu002180	8	10	12	2	1	2	7	4	6	1	3	3	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales
Otu002181	6	3	34	6	3	2	0	2	0	1	2	0	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu002182	12	13	0	2	3	2	3	7	2	8	0	7	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
Otu002183	8	7	20	3	0	5	4	4	3	3	1	1	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu002184	3	6	11	3	3	1	3	3	4	9	5	8	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Order_II;f__Rhodothermaceae;g__;s__
Otu002185	11	5	19	7	8	5	1	2	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis;s__
Otu002186	14	6	9	6	5	0	2	4	2	5	2	4	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__BD2-11_terrestrial_group;f__;g__;s__
Otu002187	3	6	23	3	6	6	3	1	1	4	1	2	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu002188	0	6	0	3	8	3	4	9	7	8	4	6	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
Otu002189	5	3	22	1	0	1	4	8	4	3	5	2	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
Otu002190	3	3	4	4	3	2	4	10	9	7	4	5	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu002191	4	3	4	1	4	5	6	6	9	6	4	6	Root;k__Bacteria
Otu002192	5	3	7	5	5	5	5	4	12	4	2	1	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
Otu002193	2	12	11	5	5	2	6	3	1	5	3	3	Root;k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__;g__;s__
Otu002194	0	2	2	3	4	6	4	19	6	4	1	7	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3_termite_group;f__;g__;s__
Otu002195	6	6	8	2	2	9	5	7	7	1	3	2	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
Otu002196	10	12	4	3	1	1	9	5	6	1	5	1	Root;k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__
Otu002197	1	22	0	3	9	4	2	4	2	8	1	2	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__
Otu002198	1	8	4	3	2	6	8	5	6	6	7	2	Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
Otu002199	5	12	5	6	6	1	4	12	1	0	0	6	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia
Otu002200	8	5	1	1	6	3	5	17	7	3	1	1	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu002201	1	12	0	7	6	6	3	7	4	6	0	6	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__AKYG587;s__
Otu002202	3	12	24	6	2	0	2	3	1	3	1	1	Root;k__Bacteria
Otu002203	6	6	10	2	2	6	7	1	7	6	2	3	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__;s__
Otu002204	8	17	9	3	4	3	0	1	2	6	2	3	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
Otu002205	6	9	10	11	2	2	4	7	2	3	1	1	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
Otu002206	7	4	2	5	7	1	4	16	5	2	0	5	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__;g__;s__
Otu002207	11	9	5	9	7	3	0	5	1	1	3	4	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus;s__
Otu002208	8	8	3	4	6	4	5	7	9	2	0	2	Root;k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__;s__
Otu002209	6	13	8	1	1	2	6	6	9	1	3	2	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu002210	6	6	2	6	8	5	5	4	5	2	2	7	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
Otu002211	5	1	0	1	6	0	5	13	2	16	3	6	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__
Otu002212	0	1	56	0	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium_1
Otu002213	11	4	11	3	4	7	6	2	5	2	3	0	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
Otu002214	7	11	2	1	5	0	6	8	2	1	7	7	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__
Otu002215	11	7	12	2	1	2	4	5	7	2	1	3	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__;s__
Otu002216	0	2	2	2	2	1	8	16	7	6	7	4	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiales_Incertae_Sedis;g__Constrictibacter;s__
Otu002217	8	4	6	4	5	4	3	18	2	1	0	2	Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__;g__;s__
Otu002218	0	1	0	0	2	0	18	15	16	2	1	2	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__;s__
Otu002219	1	0	0	0	1	1	2	8	9	15	7	13	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__Oligoflexus_tunisiensis
Otu002220	14	7	1	13	9	0	2	7	0	0	2	2	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga;s__
Otu002221	3	7	14	4	0	2	8	3	10	1	2	3	Root;k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
Otu002222	3	12	10	2	3	6	3	3	5	4	4	2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Microbispora;s__Microbispora_rosea_subsp_rosea
Otu002223	0	0	1	13	8	6	2	3	4	4	11	5	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia
Otu002224	9	2	1	4	6	2	6	1	2	18	1	5	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__
Otu002225	2	13	15	2	9	7	2	2	3	0	0	2	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu002226	6	11	1	2	19	7	0	2	5	1	3	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;s__
Otu002227	2	21	1	0	2	2	5	16	6	0	0	2	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__Planctomycetales_bacterium_Ellin6207;g__Planctomycetales_bacterium_Ellin6207;s__Planctomycetales_bacterium_Ellin6207
Otu002228	6	7	3	4	4	6	7	4	6	5	3	2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales_Incertae_Sedis;g__Steroidobacter;s__
Otu002229	0	0	0	0	0	0	9	9	18	11	9	1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinopolysporales;f__Actinopolysporaceae;g__Actinopolyspora;s__Saccharopolyspora_rectivirgula
Otu002230	7	6	12	8	7	5	3	3	3	0	2	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
Otu002231	0	0	3	0	8	2	4	8	1	13	10	8	Root;k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__
Otu002232	5	1	3	2	2	2	10	10	10	3	7	2	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722;f__;g__;s__
Otu002233	6	6	5	1	4	5	2	14	5	2	0	7	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu002234	5	10	9	5	2	7	2	8	3	2	3	1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__
Otu002235	6	13	11	2	4	3	1	3	1	9	3	0	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
