Otu	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-1	TC-2	TC-3
Otu001678	10	13	8	5	12	2	4	8	10	6	13	2
Otu001679	6	16	3	4	5	8	10	10	10	6	6	9
Otu001680	0	3	2	10	25	2	6	2	5	28	4	6
Otu001681	10	9	1	5	3	10	7	31	8	7	1	1
Otu001682	5	7	1	0	3	0	24	22	23	2	5	1
Otu001683	20	16	18	1	6	9	3	3	4	5	4	3
Otu001684	13	19	9	5	6	5	12	6	9	2	5	1
Otu001685	12	8	18	7	13	7	5	3	5	7	2	5
Otu001686	7	3	0	15	34	5	0	1	1	19	1	6
Otu001687	17	14	7	7	10	6	4	5	10	6	0	6
Otu001688	3	2	1	10	16	9	8	6	10	4	4	19
Otu001689	12	11	26	7	13	12	1	1	0	2	3	4
Otu001690	0	0	0	0	1	1	22	3	6	7	17	35
Otu001691	3	6	11	3	14	12	4	5	6	12	9	7
Otu001692	11	14	15	5	2	8	13	8	7	1	5	3
Otu001693	12	12	15	6	6	2	8	11	4	4	2	10
Otu001694	11	11	16	2	3	3	9	8	16	2	1	9
Otu001695	16	12	6	4	6	6	7	11	6	5	9	3
Otu001696	2	6	6	0	5	13	13	20	8	6	5	7
Otu001697	16	17	18	9	8	2	1	6	5	2	1	6
Otu001698	18	10	3	4	8	7	7	7	14	1	5	7
Otu001699	21	17	5	5	5	6	7	8	3	10	1	3
Otu001700	16	8	0	4	8	17	9	24	2	2	0	1
Otu001701	21	17	19	5	3	6	3	7	8	1	1	0
Otu001702	22	28	3	2	8	4	3	15	1	2	0	3
Otu001703	4	6	6	3	8	2	9	18	7	6	10	12
Otu001704	7	3	11	4	11	4	14	7	6	3	9	12
Otu001705	5	8	3	8	2	4	13	8	13	9	7	11
Otu001706	5	9	2	4	5	6	16	20	9	9	2	4
Otu001707	20	19	3	10	13	4	4	9	3	4	0	1
Otu001708	4	23	3	8	10	5	2	10	9	6	4	6
Otu001709	3	9	4	5	6	1	3	22	5	25	2	5
Otu001710	10	13	14	9	13	2	8	5	2	6	4	4
Otu001711	4	10	9	6	8	7	8	8	16	2	8	4
Otu001712	7	16	9	6	6	9	12	6	11	1	1	6
Otu001713	0	0	1	7	12	8	4	9	8	7	28	6
Otu001714	2	0	0	7	5	3	7	12	16	8	16	14
Otu001715	20	17	16	3	4	5	2	9	3	2	4	5
Otu001716	6	17	2	7	12	3	7	14	13	1	0	8
Otu001717	16	11	14	6	8	4	7	5	9	1	5	4
Otu001718	4	3	12	5	19	10	5	7	9	6	8	2
Otu001719	1	3	11	1	5	3	22	12	10	8	5	9
Otu001720	5	20	10	3	5	7	10	7	11	3	3	6
Otu001721	1	30	10	11	12	7	1	3	0	8	1	6
Otu001722	15	11	19	3	12	5	5	4	4	2	4	5
Otu001723	7	15	28	7	6	4	1	8	1	5	4	3
Otu001724	7	11	8	2	3	5	7	7	19	5	6	9
Otu001725	9	6	7	8	9	3	6	14	9	9	3	6
Otu001726	9	28	3	2	6	12	2	7	10	2	4	4
Otu001727	8	6	20	6	8	5	5	11	1	5	5	9
Otu001728	21	16	17	5	8	7	3	4	5	2	1	0
Otu001729	11	3	6	9	5	9	6	7	12	7	7	7
Otu001730	21	19	2	9	10	9	3	9	3	4	0	0
Otu001731	11	10	3	9	9	5	3	4	5	13	6	11
Otu001732	21	8	8	7	16	11	4	1	6	1	4	2
Otu001733	18	10	8	6	9	4	7	6	5	3	4	9
Otu001734	5	10	12	7	5	11	5	16	8	6	3	1
Otu001735	14	18	18	4	11	1	3	12	1	3	3	1
Otu001736	25	9	8	2	5	9	9	3	8	1	6	3
Otu001737	0	4	1	6	11	17	6	8	7	10	15	3
Otu001738	15	22	7	4	4	7	2	15	3	6	0	3
Otu001739	5	6	0	9	19	3	9	8	12	8	5	4
Otu001740	10	7	3	1	2	7	10	12	11	6	7	12
Otu001741	7	17	12	5	4	5	6	10	11	4	5	2
Otu001742	18	17	7	8	4	7	7	10	7	1	1	1
Otu001743	8	14	9	2	5	8	10	4	14	4	6	4
Otu001744	9	8	11	3	7	10	10	9	8	2	8	3
Otu001745	14	6	5	7	10	9	7	6	4	6	5	9
Otu001746	7	27	2	0	12	6	1	9	6	17	0	1
Otu001747	3	2	1	2	4	7	15	14	24	7	0	9
Otu001748	21	8	9	9	8	9	7	9	5	1	1	1
Otu001749	10	8	6	9	11	7	7	8	6	4	8	4
Otu001750	2	2	15	3	7	7	8	5	3	8	16	11
Otu001751	13	11	17	3	8	8	9	3	9	3	1	2
Otu001752	2	4	5	10	13	5	8	13	15	8	2	2
Otu001753	6	5	3	2	2	7	6	15	6	2	17	16
Otu001754	20	7	7	3	3	7	18	4	13	3	0	2
Otu001755	17	15	13	2	6	5	5	4	8	2	6	4
Otu001756	5	26	10	8	9	11	3	6	4	2	0	3
Otu001757	1	16	1	8	7	8	10	7	9	5	1	14
Otu001758	11	9	9	5	6	6	7	6	11	3	4	10
Otu001759	6	3	10	9	8	8	9	10	6	3	8	6
Otu001760	18	18	9	6	8	15	1	4	5	0	2	0
Otu001761	11	11	0	3	7	8	6	8	8	11	3	10
Otu001762	19	8	8	7	7	12	4	4	6	5	2	4
Otu001763	12	19	12	4	10	2	6	5	3	4	4	5
Otu001764	1	10	0	5	9	11	10	3	8	7	1	21
Otu001765	0	5	20	4	9	4	1	3	6	23	7	4
Otu001766	6	20	13	6	10	9	2	7	4	3	2	4
Otu001767	8	6	6	4	8	4	4	4	12	6	6	18
Otu001768	7	5	0	1	6	2	13	33	8	3	1	7
Otu001769	7	7	11	0	7	5	8	12	19	2	3	5
Otu001770	8	6	22	6	7	3	4	3	4	5	6	11
Otu001771	7	12	3	8	15	6	10	7	4	5	4	4
Otu001772	0	4	5	0	2	0	2	65	2	2	0	3
Otu001773	13	25	9	4	2	5	4	5	3	5	7	3
Otu001774	11	15	20	6	7	3	7	6	3	0	5	2
Otu001775	0	1	8	5	28	7	6	25	0	1	0	3
Otu001776	7	10	3	12	25	8	3	4	6	1	3	2
Otu001777	12	25	9	12	13	5	2	0	0	1	4	1
Otu001778	8	12	17	6	10	7	9	4	8	0	1	2
Otu001779	15	9	8	10	3	2	7	5	9	0	8	8
Otu001780	7	6	7	9	8	14	13	5	6	0	3	6
Otu001781	4	18	1	5	8	11	9	9	5	3	0	11
Otu001782	10	4	10	8	15	4	4	8	6	3	5	7
Otu001783	7	14	0	6	5	3	10	23	9	4	0	3
Otu001784	8	9	9	3	4	4	12	4	7	6	9	9
Otu001785	14	9	13	2	5	3	10	7	16	1	3	1
Otu001786	14	10	9	10	5	7	6	5	3	2	3	10
Otu001787	5	3	20	5	5	0	6	10	3	12	8	7
Otu001788	0	19	1	4	6	3	3	13	12	6	9	8
Otu001789	4	6	3	7	21	2	1	5	4	15	12	3
Otu001790	8	6	5	7	7	1	16	4	14	5	4	6
Otu001791	7	17	15	2	5	1	1	16	9	8	0	2
Otu001792	9	9	9	4	13	6	9	4	7	5	2	6
Otu001793	17	12	6	3	13	3	1	6	9	7	0	6
Otu001794	8	10	14	5	12	7	6	9	2	2	5	3
Otu001795	11	11	7	6	2	4	12	6	7	4	6	7
Otu001796	10	15	16	2	10	7	4	7	3	2	4	3
Otu001797	37	6	0	0	5	6	11	10	1	1	2	4
Otu001798	7	7	3	15	16	10	7	2	2	3	9	2
Otu001799	7	10	5	3	4	5	10	7	19	5	5	3
Otu001800	17	14	8	10	11	1	1	9	4	2	1	5
Otu001801	8	7	20	2	4	5	13	7	8	1	0	8
Otu001802	7	4	23	3	12	8	9	1	7	1	2	5
Otu001803	13	6	0	2	9	6	4	18	6	6	2	10
Otu001804	1	11	3	3	3	6	2	9	12	8	2	22
Otu001805	4	0	3	4	4	1	9	10	10	10	13	14
Otu001806	18	8	7	4	14	7	10	5	2	1	2	4
Otu001807	14	5	8	5	9	5	2	6	10	6	3	9
Otu001808	10	7	19	6	4	6	3	3	6	1	9	8
Otu001809	13	9	15	6	11	4	6	8	4	1	3	2
Otu001810	5	12	12	7	8	4	6	5	4	2	8	9
Otu001811	17	15	18	5	6	3	1	0	8	2	1	6
Otu001812	12	15	28	3	3	7	1	3	2	0	5	3
Otu001813	0	3	3	4	8	8	10	6	7	9	7	17
Otu001814	12	9	6	3	2	5	11	5	17	4	1	6
Otu001815	8	4	4	4	4	8	6	13	6	6	11	7
Otu001816	3	0	0	3	4	5	10	15	4	5	15	17
Otu001817	9	44	6	7	3	8	0	2	0	0	2	0
Otu001818	3	6	12	3	4	4	9	7	10	6	10	7
Otu001819	3	5	4	16	10	7	4	17	4	6	2	3
Otu001820	11	6	3	6	7	3	10	14	11	4	3	3
Otu001821	10	9	13	6	7	7	11	2	4	5	4	3
Otu001822	21	11	12	8	6	7	5	4	4	0	1	2
Otu001823	1	1	4	6	4	5	7	12	8	8	14	11
Otu001824	10	15	7	14	16	5	5	1	2	3	2	1
Otu001825	24	7	19	5	3	1	8	1	7	1	2	2
Otu001826	3	23	7	3	21	10	2	0	0	6	0	5
Otu001827	9	16	13	4	15	4	4	3	5	2	2	3
Otu001828	3	17	2	1	7	5	6	10	8	3	3	15
Otu001829	13	12	6	1	5	1	5	4	12	7	2	12
Otu001830	4	9	3	7	8	9	5	7	9	8	7	4
Otu001831	8	10	0	3	12	8	10	12	5	8	2	2
Otu001832	9	9	17	3	9	7	1	4	5	5	7	4
Otu001833	9	19	6	6	4	4	3	6	13	3	2	5
Otu001834	6	7	3	2	5	3	7	14	11	4	5	13
Otu001835	0	2	0	28	27	7	3	1	4	4	1	3
Otu001836	3	9	1	6	8	6	7	13	7	8	1	11
Otu001837	9	11	8	8	7	5	8	5	11	4	2	2
Otu001838	4	16	5	4	11	6	11	3	12	2	2	4
Otu001839	14	14	14	1	6	1	2	9	3	3	5	8
Otu001840	9	9	12	8	10	3	4	4	6	7	3	4
Otu001841	1	10	2	2	10	1	4	25	3	6	6	9
Otu001842	6	16	1	6	8	0	5	18	9	0	2	8
Otu001843	10	6	7	2	4	4	12	6	13	4	7	4
Otu001844	8	7	16	5	4	8	1	5	5	9	7	4
Otu001845	10	16	6	4	4	2	7	11	6	3	2	8
Otu001846	0	21	0	1	4	4	0	4	2	2	1	40
Otu001847	7	4	4	2	7	5	13	10	14	6	5	2
Otu001848	25	9	11	2	11	3	0	3	3	1	1	10
Otu001849	1	6	5	10	8	3	1	22	6	3	5	9
Otu001850	9	14	9	7	4	7	4	8	9	4	2	2
Otu001851	12	12	16	3	11	0	3	6	7	2	1	6
Otu001852	11	8	1	11	8	3	5	16	3	10	0	3
Otu001853	1	2	12	21	11	13	2	3	3	6	0	5
Otu001854	13	17	8	12	5	3	4	5	3	3	3	3
Otu001855	6	7	13	1	5	6	9	1	4	6	9	12
Otu001856	5	21	6	6	4	2	3	10	15	3	2	2
Otu001857	10	6	0	5	8	3	8	24	9	4	0	2
Otu001858	17	8	12	0	5	10	5	4	4	4	3	7
Otu001859	10	9	9	4	15	2	7	9	2	5	2	4
Otu001860	13	11	10	2	5	5	9	2	7	3	5	6
Otu001861	4	4	2	14	6	6	4	7	4	12	6	9
Otu001862	12	7	11	8	8	6	4	12	2	2	1	5
Otu001863	10	24	5	6	8	8	4	0	4	0	8	1
Otu001864	7	14	7	0	4	1	10	12	13	4	1	5
Otu001865	6	12	7	1	7	3	11	9	4	1	5	12
Otu001866	12	10	4	6	6	5	8	8	5	1	5	8
Otu001867	6	23	0	5	6	5	4	10	3	15	0	1
Otu001868	3	7	19	5	4	8	3	5	4	4	2	14
Otu001869	9	5	4	10	5	2	4	11	8	5	3	12
Otu001870	11	11	11	8	6	5	7	3	4	3	4	5
Otu001871	9	6	10	8	7	7	8	6	8	1	4	4
Otu001872	2	7	15	4	9	2	9	11	11	4	1	3
Otu001873	7	13	30	2	4	7	4	6	3	0	2	0
Otu001874	5	17	8	8	4	4	4	6	12	2	2	6
Otu001875	11	8	6	3	7	3	8	4	17	2	6	3
Otu001876	15	9	7	5	4	5	8	10	10	1	4	0
Otu001877	0	4	0	9	7	8	5	11	6	8	5	15
Otu001878	5	1	2	4	4	2	11	8	11	7	9	13
Otu001879	6	6	3	2	1	2	11	23	3	11	5	4
Otu001880	19	10	6	1	4	4	6	7	3	4	5	8
Otu001881	5	2	4	7	9	0	2	10	7	13	10	8
Otu001882	2	17	21	3	2	1	4	10	1	8	5	3
Otu001883	9	12	13	9	8	6	0	5	4	0	3	8
Otu001884	5	6	9	9	9	7	7	2	8	8	2	5
Otu001885	3	6	7	12	10	6	9	2	4	7	5	6
Otu001886	6	9	4	6	9	3	7	16	5	8	2	2
Otu001887	10	7	14	4	7	6	5	6	8	3	2	5
Otu001888	8	12	15	12	8	8	4	3	3	1	2	1
Otu001889	3	24	3	10	12	9	2	4	5	4	0	1
Otu001890	8	10	29	3	3	3	5	3	2	2	5	4
Otu001891	12	14	12	4	2	13	8	3	5	1	0	3
Otu001892	2	8	2	5	5	4	9	12	6	12	1	11
Otu001893	9	9	13	13	3	7	3	3	8	6	1	2
Otu001894	5	12	2	7	13	5	7	9	5	5	4	3
Otu001895	13	15	16	4	5	9	4	3	1	2	1	4
Otu001896	12	9	15	6	5	2	5	7	5	3	7	1
Otu001897	10	8	7	6	9	5	6	6	5	4	4	6
Otu001898	1	0	0	0	0	0	13	11	21	6	14	10
Otu001899	2	23	4	7	10	7	2	3	2	2	0	14
Otu001900	15	7	8	2	6	5	9	6	6	4	5	3
Otu001901	10	5	1	6	12	6	10	8	8	4	4	2
Otu001902	7	18	11	6	4	4	6	4	4	5	4	3
Otu001903	8	10	29	2	3	4	1	6	5	1	4	3
Otu001904	24	10	14	9	8	3	2	0	1	1	1	3
Otu001905	2	4	4	0	0	2	10	14	20	3	4	13
Otu001906	1	0	8	5	6	4	7	8	7	6	10	14
Otu001907	2	23	1	3	7	0	1	30	4	5	0	0
Otu001908	14	15	7	4	2	7	10	4	10	2	0	1
Otu001909	6	11	26	7	12	2	2	2	4	1	1	2
Otu001910	5	2	9	5	6	3	10	13	7	4	9	2
Otu001911	11	10	16	6	4	3	3	4	6	4	3	5
Otu001912	8	10	7	7	5	5	1	5	3	8	10	6
Otu001913	9	10	11	9	8	13	0	5	0	3	4	3
Otu001914	1	10	7	5	4	11	8	6	10	2	4	7
Otu001915	1	0	1	5	4	5	5	0	1	7	39	7
Otu001916	12	9	13	13	11	7	6	0	3	0	0	1
Otu001917	1	1	1	1	1	5	11	5	9	16	14	10
Otu001918	20	20	4	8	5	7	4	1	3	1	2	0
Otu001919	3	15	14	3	5	7	2	4	6	4	9	3
Otu001920	19	6	9	2	9	3	2	7	6	5	3	4
Otu001921	11	8	7	5	2	5	13	4	7	3	3	7
Otu001922	15	16	3	5	3	8	5	11	5	4	0	0
Otu001923	2	13	7	3	3	6	13	13	9	4	0	2
Otu001924	2	0	2	3	3	1	11	15	6	10	6	16
Otu001925	21	9	13	5	1	6	2	3	5	3	2	4
Otu001926	3	15	0	6	9	10	9	8	6	2	0	6
Otu001927	4	5	8	8	6	4	6	6	11	10	2	4
Otu001928	18	8	16	4	3	3	5	4	4	2	3	4
Otu001929	10	6	11	5	9	2	11	5	8	0	5	2
Otu001930	12	9	2	5	8	3	7	21	2	2	2	1
Otu001931	8	8	10	3	5	6	8	7	10	4	4	1
Otu001932	1	19	0	8	13	8	7	8	2	5	0	3
Otu001933	14	7	16	2	2	9	10	5	5	0	1	3
Otu001934	17	14	10	6	5	1	2	8	6	1	4	0
Otu001935	6	9	6	5	8	5	8	4	13	2	4	4
Otu001936	11	6	11	2	8	6	6	4	7	4	1	7
Otu001937	3	10	6	4	4	6	6	10	9	4	4	7
Otu001938	6	4	13	4	1	6	7	10	7	4	8	3
Otu001939	3	6	3	3	3	3	11	10	3	11	8	9
Otu001940	2	6	11	8	8	2	12	11	5	3	2	3
Otu001941	4	8	12	3	3	0	5	14	10	5	4	5
Otu001942	11	9	12	2	3	5	5	4	7	7	2	6
Otu001943	4	10	20	3	4	3	7	8	5	0	4	5
Otu001944	2	32	0	2	6	2	7	10	4	3	0	5
Otu001945	13	13	12	9	13	4	4	3	2	0	0	0
Otu001946	8	5	4	1	3	3	10	12	5	5	12	5
Otu001947	5	6	8	7	8	9	10	10	3	3	1	3
Otu001948	9	12	11	6	11	1	6	6	5	2	2	2
Otu001949	4	8	4	5	3	5	10	19	8	3	1	3
Otu001950	1	5	3	4	9	3	6	13	7	13	5	3
Otu001951	6	1	1	2	7	7	5	7	14	3	10	9
Otu001952	14	10	14	1	11	3	3	3	3	3	4	3
Otu001953	6	13	3	6	6	3	0	13	2	16	0	4
Otu001954	6	5	7	11	5	4	3	6	15	5	4	1
Otu001955	3	11	2	3	3	3	11	11	7	4	2	12
Otu001956	13	21	0	2	16	0	3	11	0	3	0	3
Otu001957	9	7	12	8	8	8	8	2	4	2	3	1
Otu001958	2	4	1	4	1	12	1	0	4	0	0	43
Otu001959	16	8	5	4	6	5	2	7	4	3	7	5
Otu001960	4	5	26	0	1	0	27	1	6	1	1	0
Otu001961	1	4	0	3	14	2	2	9	1	23	4	9
Otu001962	2	18	0	9	8	2	5	8	8	4	2	6
Otu001963	12	11	13	2	6	4	7	5	5	2	1	4
Otu001964	5	22	1	9	12	3	2	6	5	7	0	0
Otu001965	5	7	7	1	6	2	10	7	10	6	5	6
Otu001966	12	6	12	8	7	3	8	5	4	3	3	0
Otu001967	0	0	0	2	6	4	7	5	8	12	16	11
Otu001968	2	3	2	3	5	3	9	9	9	10	5	11
Otu001969	11	9	12	2	2	2	9	10	6	3	4	1
Otu001970	4	2	3	4	2	3	8	9	9	11	9	7
Otu001971	7	10	4	4	4	6	5	5	11	3	7	5
Otu001972	4	5	4	5	26	5	5	3	8	2	2	2
Otu001973	10	9	4	6	8	8	7	4	1	3	6	5
Otu001974	10	9	7	2	4	6	4	4	7	4	6	8
Otu001975	10	3	14	2	2	3	4	3	20	0	9	1
Otu001976	4	2	3	22	8	9	5	1	4	9	4	0
Otu001977	5	5	7	8	6	6	6	5	6	5	6	6
Otu001978	7	7	3	7	8	4	6	16	11	1	0	1
Otu001979	5	6	14	3	10	3	3	7	2	2	6	10
Otu001980	17	6	14	6	4	6	2	4	4	2	5	1
Otu001981	6	6	12	4	4	2	14	3	6	3	6	5
Otu001982	20	13	9	6	3	5	1	1	5	1	5	2
Otu001983	0	14	1	1	3	6	4	3	12	3	2	22
Otu001984	0	1	2	4	10	4	2	6	4	10	11	17
Otu001985	1	14	0	6	4	4	4	29	6	1	0	2
Otu001986	3	9	0	0	5	1	5	11	7	10	11	9
Otu001987	11	11	6	8	5	7	4	2	6	4	4	3
Otu001988	7	6	9	3	2	3	8	7	18	2	2	3
Otu001989	2	2	2	1	3	0	3	17	6	12	12	10
Otu001990	4	8	5	4	2	3	4	17	10	7	2	4
Otu001991	8	9	15	7	8	4	0	3	3	7	4	2
Otu001992	18	11	13	1	1	1	7	5	7	1	2	3
Otu001993	4	9	0	7	8	11	9	7	4	6	2	3
Otu001994	3	17	3	3	3	6	7	7	7	3	1	10
Otu001995	10	9	7	5	4	8	7	2	5	2	4	7
Otu001996	7	10	18	0	4	4	3	7	0	4	7	6
Otu001997	24	8	8	5	10	4	2	2	4	1	1	1
Otu001998	7	4	13	3	3	6	8	12	6	2	3	3
Otu001999	12	7	37	1	2	2	2	3	1	0	1	1
Otu002000	9	10	7	3	6	5	4	6	4	3	3	9
Otu002001	8	5	7	5	9	4	6	2	15	3	3	2
Otu002002	0	1	0	5	5	3	7	9	13	14	3	9
Otu002003	6	11	4	5	3	2	12	4	9	4	3	6
Otu002004	5	13	1	4	9	4	4	5	5	6	4	9
Otu002005	0	0	2	6	0	18	7	2	5	7	11	11
Otu002006	14	9	12	2	5	7	6	1	2	1	2	8
Otu002007	6	5	3	4	6	1	9	12	6	10	6	1
Otu002008	7	15	1	1	1	1	6	11	10	9	4	3
Otu002009	4	9	5	5	5	3	9	10	11	2	4	2
Otu002010	10	11	21	3	6	2	1	2	2	2	2	7
Otu002011	11	16	0	6	8	5	4	9	3	4	0	3
Otu002012	6	19	3	8	8	4	3	4	3	4	3	4
Otu002013	9	8	8	4	9	5	4	5	7	3	4	3
Otu002014	14	4	11	1	5	5	9	5	6	4	2	2
Otu002015	1	19	3	4	12	3	2	5	2	2	2	13
Otu002016	4	7	0	2	7	5	4	17	7	15	0	0
Otu002017	7	12	10	7	6	5	3	10	2	1	2	3
Otu002018	3	8	0	7	7	13	5	9	7	5	1	3
Otu002019	11	17	20	9	1	6	3	1	0	0	0	0
Otu002020	5	11	6	1	4	9	6	8	11	1	3	3
Otu002021	2	4	13	10	24	5	2	0	4	1	2	1
Otu002022	5	1	0	9	4	4	6	10	4	8	9	8
Otu002023	1	0	0	2	1	4	14	11	7	14	8	6
Otu002024	0	5	0	25	16	9	1	4	0	3	4	1
Otu002025	14	12	7	9	5	8	2	0	3	0	1	7
Otu002026	10	11	8	3	10	7	4	2	7	2	1	3
Otu002027	7	9	7	5	6	4	9	8	4	1	3	5
Otu002028	6	9	7	7	4	2	7	17	4	3	0	2
Otu002029	0	5	0	0	7	6	2	2	6	16	2	22
Otu002030	1	7	1	3	10	8	12	12	7	4	0	3
Otu002031	6	8	7	3	12	5	8	2	10	4	0	2
Otu002032	5	9	1	4	7	7	3	6	14	2	4	5
Otu002033	16	7	9	1	5	3	6	3	5	0	8	4
Otu002034	13	8	11	4	10	4	4	4	5	1	1	2
Otu002035	9	11	8	5	6	2	2	4	4	1	8	7
Otu002036	9	15	1	8	4	7	4	10	1	4	2	2
Otu002037	2	4	2	3	9	9	8	3	5	11	5	6
Otu002038	9	7	8	3	6	4	6	9	8	1	5	1
Otu002039	3	16	0	8	9	7	3	8	2	5	1	5
Otu002040	9	12	7	7	12	9	1	3	3	2	1	1
Otu002041	6	7	3	3	11	1	5	13	9	4	2	3
Otu002042	10	13	0	2	7	3	7	10	8	6	0	1
Otu002043	6	7	12	5	4	2	9	6	10	1	3	2
Otu002044	10	12	17	3	5	3	4	0	4	1	3	4
Otu002045	1	8	0	5	5	6	1	11	11	3	4	11
Otu002046	8	19	20	2	6	3	1	1	2	3	0	1
Otu002047	13	13	10	3	7	3	2	3	2	1	5	4
Otu002048	1	3	1	3	4	5	7	9	9	3	11	10
Otu002049	9	10	6	7	7	4	4	7	5	3	2	2
Otu002050	1	0	4	0	0	0	1	8	30	4	11	7
Otu002051	5	5	6	2	0	0	9	8	15	7	5	4
Otu002052	7	6	10	7	5	5	9	4	7	1	4	1
Otu002053	12	23	1	3	4	5	0	8	4	2	0	4
Otu002054	9	13	5	7	2	3	6	7	5	4	3	2
Otu002055	15	9	11	3	6	3	4	6	3	3	1	2
Otu002056	3	51	1	1	3	1	0	2	0	2	2	0
Otu002057	4	13	0	4	14	6	4	8	4	7	1	1
Otu002058	7	6	12	4	10	4	4	3	6	2	4	4
Otu002059	8	13	9	0	1	1	9	8	8	3	4	2
Otu002060	3	8	5	3	2	2	12	14	9	3	1	4
Otu002061	10	6	6	4	1	3	3	9	7	8	5	4
Otu002062	8	8	8	3	5	5	11	2	4	2	7	3
Otu002063	5	10	2	5	9	8	3	8	1	2	2	10
Otu002064	7	7	0	4	4	3	9	18	8	4	0	1
Otu002065	10	7	8	1	6	2	6	4	8	2	3	8
Otu002066	17	5	5	2	5	5	6	7	6	2	2	3
Otu002067	8	11	29	0	2	3	4	2	0	1	0	5
Otu002068	13	4	15	2	3	5	4	2	7	2	5	3
Otu002069	0	9	1	7	6	2	10	14	5	4	1	6
Otu002070	7	8	8	2	11	6	4	5	4	1	4	5
Otu002071	0	0	2	11	7	4	1	4	5	7	21	3
Otu002072	10	13	12	1	2	6	4	2	4	2	4	5
Otu002073	5	8	27	5	3	4	2	3	6	0	0	2
Otu002074	11	1	10	3	8	3	5	6	4	5	3	6
Otu002075	11	6	10	2	6	2	8	3	10	1	2	4
Otu002076	10	4	10	8	3	4	5	6	10	2	2	1
Otu002077	3	14	5	8	11	8	1	3	3	3	0	6
Otu002078	11	5	7	12	16	4	3	1	1	0	4	1
Otu002079	1	20	0	9	4	5	2	9	10	1	1	3
Otu002080	7	8	5	2	10	2	7	3	6	4	5	6
Otu002081	2	28	2	6	6	2	6	3	3	2	3	2
Otu002082	1	2	8	3	8	3	2	7	6	3	8	13
Otu002083	10	11	3	7	9	5	3	3	5	4	1	3
Otu002084	2	6	0	6	8	1	6	3	1	10	11	10
Otu002085	4	22	4	1	1	7	1	2	2	7	0	13
Otu002086	0	15	4	5	7	3	4	14	7	1	1	3
Otu002087	11	15	3	8	4	8	6	0	4	0	3	2
Otu002088	6	2	1	4	3	5	12	21	5	2	0	3
Otu002089	5	7	5	6	3	2	7	3	5	4	2	15
Otu002090	2	9	6	2	1	4	11	2	14	7	3	3
Otu002091	8	13	2	4	4	8	2	9	8	6	0	0
Otu002092	7	6	8	0	6	2	8	3	7	7	8	2
Otu002093	6	9	3	4	14	4	8	3	6	4	2	1
Otu002094	3	12	2	8	9	6	8	5	4	1	1	5
Otu002095	8	12	28	1	3	3	2	3	1	2	1	0
Otu002096	0	0	0	0	3	4	3	17	7	6	1	23
Otu002097	1	1	1	0	8	1	5	17	3	6	10	11
Otu002098	8	2	6	6	7	7	4	4	7	3	1	9
Otu002099	4	6	7	2	1	1	12	16	7	2	2	4
Otu002100	3	8	0	4	6	4	3	13	4	7	3	9
Otu002101	3	3	2	4	6	5	6	4	3	7	13	8
Otu002102	0	0	1	1	0	6	4	11	4	10	16	11
Otu002103	6	18	3	4	7	10	4	3	3	1	0	5
Otu002104	12	11	10	3	3	8	5	6	4	0	0	2
Otu002105	4	14	0	3	3	5	6	9	9	3	0	7
Otu002106	1	3	2	3	5	6	2	0	1	17	10	13
Otu002107	11	6	4	2	3	3	11	3	7	5	4	4
Otu002108	4	22	2	2	3	5	3	7	5	0	2	8
Otu002109	9	3	2	6	5	1	4	1	6	2	8	16
Otu002110	6	6	2	10	2	5	1	1	10	9	2	9
Otu002111	14	11	6	1	1	5	9	2	4	2	2	6
Otu002112	1	7	0	3	11	4	7	7	2	14	3	4
Otu002113	1	3	0	0	1	0	5	13	10	10	9	11
Otu002114	6	12	0	8	7	4	4	4	2	2	4	10
Otu002115	2	1	6	11	15	4	0	2	3	7	4	8
Otu002116	6	1	7	1	10	4	3	1	5	5	17	3
Otu002117	8	8	6	3	8	3	2	6	5	8	3	3
Otu002118	16	3	7	3	6	3	4	5	5	2	3	6
Otu002119	3	0	0	0	0	2	4	8	0	4	1	41
Otu002120	8	8	8	1	6	5	4	6	8	5	2	2
Otu002121	1	1	14	3	10	7	3	7	2	6	5	4
Otu002122	3	1	1	5	3	3	3	7	7	3	16	11
Otu002123	4	1	3	3	5	2	12	5	12	5	5	6
Otu002124	9	2	5	6	6	3	6	5	8	1	11	0
Otu002125	4	8	5	3	4	9	5	6	9	4	1	4
Otu002126	3	7	6	6	5	0	5	7	6	5	2	10
Otu002127	5	7	3	3	4	4	4	1	23	3	2	3
Otu002128	8	12	8	3	7	2	8	1	8	1	1	3
Otu002129	12	16	9	2	6	6	2	2	4	1	1	1
Otu002130	1	0	0	2	1	2	6	5	3	4	18	20
Otu002131	5	18	3	5	6	5	1	7	7	3	0	2
Otu002132	3	2	0	1	1	0	18	14	9	4	6	4
Otu002133	7	8	10	4	2	3	6	9	4	2	3	4
Otu002134	8	13	28	1	2	1	1	4	1	1	2	0
Otu002135	8	10	6	1	6	1	5	4	6	2	3	10
Otu002136	2	7	3	6	10	4	10	5	8	1	5	1
Otu002137	1	35	4	2	5	3	1	5	3	1	0	2
Otu002138	1	2	3	8	6	5	4	12	7	8	4	1
Otu002139	11	9	9	0	8	5	2	1	3	4	1	8
Otu002140	9	14	1	9	4	5	5	5	5	3	0	1
Otu002141	5	5	4	3	5	2	6	6	11	3	4	7
